Key,English Value
terms.prohibitedUsesList5,Para participar en cualquier uso automatizado del sistema
terms.prohibitedUsesText,Usted acepta no usar FlatMate:
terms.services,Servicios
terms.servicesText,"FlatMate proporciona una plataforma de gestión de propiedades que permite a los administradores e inquilinos gestionar propiedades, solicitudes de mantenimiento, documentos y comunicaciones. Nos reservamos el derecho de modificar, suspender o discontinuar cualquier aspecto de nuestros servicios en cualquier momento."
terms.title,Términos de Servicio
terms.useLicense,Licencia de Uso
terms.useLicenseList1,Modificar o copiar los materiales
terms.useLicenseList2,Usar los materiales para cualquier propósito comercial sin autorización
terms.useLicenseList3,Intentar descompilar o aplicar ingeniería inversa a cualquier software
terms.useLicenseList4,Eliminar cualquier notación de derechos de autor o propiedad
terms.useLicenseList5,Transferir los materiales a otra persona o reflejar la plataforma
terms.useLicenseText,"Se otorga permiso para acceder y usar temporalmente FlatMate con fines personales o comerciales de gestión de propiedades. Esta es la concesión de una licencia, no una transferencia de título, y bajo esta licencia no puede:"
terms.userAccounts,Cuentas de Usuario
terms.userAccountsList1,Debe proporcionar información precisa y completa al crear una cuenta
terms.userAccountsList2,Es responsable de mantener la seguridad de su cuenta
terms.userAccountsList3,Debe notificarnos inmediatamente cualquier acceso no autorizado
terms.userAccountsList4,No puede compartir las credenciales de su cuenta con otros
terms.userAccountsText,"Cuando crea una cuenta con nosotros, debe proporcionar información precisa y completa. Usted es responsable de:"
terms.userConduct,Conducta del Usuario
terms.userConductList1,Usar la plataforma solo para fines legales
terms.userConductList2,Respetar los derechos y la privacidad de otros usuarios
terms.userConductList3,No subir contenido malicioso ni intentar violar la seguridad
terms.userConductList4,No tergiversar su identidad o autoridad
terms.userContent,Contenido del Usuario
terms.userContentText1,"Usted conserva la propiedad de cualquier contenido que envíe a FlatMate. Al enviar contenido, nos otorga una licencia para usar, almacenar y mostrar ese contenido según sea necesario para proporcionar nuestros servicios."
terms.userContentText2,Usted es responsable del contenido que publica y debe asegurarse de que no viole ninguna ley ni infrinja los derechos de otros.
tickets.activityTimeline,Línea de Tiempo de Actividad
tickets.activityTimelineDesc,Rastrea todos los cambios y actualizaciones
tickets.all,Todos
tickets.attachments,Adjuntos
tickets.attachmentsDesc,Fotos y videos relacionados con este ticket
tickets.availableAfterStart,Los tickets se pueden crear después de que comience el alquiler el
tickets.cancelled,Cancelado
tickets.comments,Comentarios
tickets.commentsDesc,Discute este ticket con tu equipo
tickets.complaint,queja
tickets.completedBy,Completado Por
tickets.created,Creado
tickets.createdBy,Creado por
tickets.description,Gestiona tickets y solicitudes de propiedades
tickets.high,Alto
tickets.inProgress,En Progreso
tickets.incident,Incidente
tickets.issue,Problema
tickets.low,Bajo
tickets.maintenance,mantenimiento
tickets.medium,Medio
tickets.newTicket,Nuevo Ticket
tickets.noOpenTickets,No hay tickets abiertos en este momento
tickets.noTickets,No se encontraron tickets
tickets.noTicketsWithStatus,No hay tickets con este estado
tickets.open,Abierto
tickets.openTickets,Tickets Abiertos
tickets.openTicketsDesc,Tickets activos para esta propiedad
tickets.priority,Prioridad
tickets.recurring,Recurrente
tickets.repair,reparación
tickets.request,Solicitud
tickets.resolutionNotes,Notas de Resolución
tickets.resolved,Resuelto
tickets.resolvedOn,Resuelto el
tickets.scheduledMaintenance,Mantenimiento Programado
tickets.status,Estado
tickets.ticketInformation,Información del Ticket
tickets.ticketNotFound,Ticket no encontrado
tickets.ticketNotFoundDesc,Este ticket puede haber sido eliminado o no tienes acceso a él
tickets.ticketNumber,Ticket #
tickets.ticketTitle,Título
tickets.title,Tickets
tickets.type,Tipo
tickets.urgent,Urgente
toasts.attachmentDeleteFailed,Error al eliminar adjunto
toasts.attachmentDeleted,Adjunto eliminado exitosamente
toasts.attachmentsUploaded,Adjuntos subidos exitosamente
toasts.carouselImageUploaded,Imagen subida
toasts.carouselImageUploadedDesc,Imagen del carrusel subida exitosamente
toasts.carouselSaveFailed,Error al guardar carrusel
toasts.carouselSaved,Carrusel guardado
toasts.carouselSavedDesc,Elementos del carrusel actualizados exitosamente
toasts.commentAddFailed,Error al agregar comentario. Por favor intenta de nuevo.
toasts.copiedToClipboard,Copiado al portapapeles
toasts.credentialsGenerateFailed,Error al generar credenciales de prueba
toasts.credentialsGenerated,Credenciales de prueba generadas exitosamente
toasts.documentUploaded,Documento subido exitosamente
toasts.enterSixDigitCode,Por favor ingresa un código de 6 dígitos
toasts.enterpriseContactFailed,Error al enviar solicitud. Por favor intenta de nuevo.
toasts.enterpriseContactSuccess,¡Gracias! Te contactaremos en 24 horas.
toasts.failedToVerifyCode,Error al verificar código
toasts.fileTooLarge,El archivo debe ser menor a 10MB
toasts.imageTooLarge,La imagen debe ser menor a 5MB
toasts.invalidFileType,Tipo de archivo no permitido. Por favor sube un documento o imagen.
toasts.invalidImageType,"Por favor sube una imagen (JPG, PNG, WEBP) o archivo PDF"
toasts.invalidNumber,Por favor ingresa un número positivo válido
toasts.invalidVerificationCode,Código de verificación inválido
toasts.invitationAccepted,Invitación aceptada
toasts.planUpdateFailed,Error al actualizar plan
toasts.planUpdated,Plan actualizado exitosamente
toasts.proofUploaded,Comprobante de pago subido exitosamente
toasts.requestUpdateFailed,Error al actualizar solicitud
toasts.requestUpdated,Solicitud actualizada exitosamente
toasts.scheduleCreateFailed,Error al crear programación
toasts.scheduleCreated,Programación recurrente creada
toasts.scheduleUpdateFailed,Error al actualizar programación
toasts.scheduleUpdated,Programación actualizada
toasts.selectFile,Por favor selecciona un archivo para subir
toasts.selectTemplateAndDate,Por favor selecciona una plantilla y fecha de inicio
toasts.settingUpdateFailed,Error al actualizar configuración
toasts.settingUpdated,Configuración actualizada exitosamente
toasts.signatureCompleted,Firma completada exitosamente
toasts.taskCompleteFailed,Error al completar tarea
toasts.taskCompleted,Tarea completada exitosamente
toasts.taskDeleteFailed,Error al eliminar tarea
toasts.taskDeleted,Tarea eliminada exitosamente
toasts.ticketCreated,Ticket creado
toasts.ticketCreatedDesc,Tu ticket ha sido creado exitosamente.
toasts.ticketUpdateFailed,Error al actualizar ticket
toasts.ticketUpdated,Ticket actualizado exitosamente
toasts.uploadFailed,Error al subir
typeFilter.all,Todas las Tareas
typeFilter.issues,Incidencias
typeFilter.maintenance,Mantenimiento
upcoming,Próximo
utilities.acceptedFormats,"Imágenes (JPG, PNG) o PDF. Máx 10MB."
utilities.addUtilityBill,Agregar Factura de Servicio
utilities.amount,Monto
utilities.approve,Aprobar
utilities.billingPeriod,Período de Facturación
utilities.billingPeriodEnd,Fin del Período
utilities.billingPeriodStart,Inicio del Período
utilities.customName,Nombre Personalizado del Servicio
utilities.customNamePlaceholder,Ingrese nombre personalizado del servicio
utilities.dueDate,Fecha de Vencimiento
utilities.imageLoadError,Error al cargar la imagen
utilities.manageUtilities,Pagos de Servicios
utilities.managerPays,Paga el propietario
utilities.noActiveTenant,No hay inquilino activo para gestionar servicios
utilities.noPayments,Aún no hay pagos de servicios
utilities.noPaymentsDesc,Los pagos de servicios aparecerán aquí una vez que se agreguen facturas
utilities.notApplicable,No aplica
utilities.paymentDetails,Detalles del Pago
utilities.paymentHistory,Historial de Pagos de Servicios
utilities.proofReview.approved,Aprobado
utilities.proofReview.pending,Revisión Pendiente
utilities.proofReview.rejected,Rechazado
utilities.reject,Rechazar
utilities.reviewNotes,Notas de Revisión
utilities.reviewNotesPlaceholder,Agregar notas sobre este pago...
utilities.reviewProof,Revisar Comprobante
utilities.selectProofFile,Seleccionar archivo de comprobante de pago
utilities.status.overdue,Vencido
utilities.status.paid,Pagado
utilities.status.pending,Pendiente
utilities.tenantPays,Paga el inquilino y sube comprobante
utilities.title,Servicios
utilities.types.electricity,Electricidad
utilities.types.gas,Gas
utilities.types.heating,Calefacción
utilities.types.internet,Internet
utilities.types.other,Otro
utilities.types.trash,Basura
utilities.types.water,Agua
utilities.uploadProof,Subir Comprobante
utilities.uploadedProof,Comprobante Subido
utilities.utilityType,Tipo de Servicio
verification.email,Correo
verification.kyc,Identidad
verification.phone,Teléfono
viewAgreement,Ver Acuerdo
